userId,movieId,rating,timestamp,type
3,60,3.0,1298861675,train
3,110,4.0,1298922049,train
3,247,3.5,1298861637,train
3,267,3.0,1298861761,test
3,296,4.5,1298862418,train
3,318,5.0,1298862121,train
3,355,2.5,1298861589,train
3,356,5.0,1298862167,train
3,377,2.5,1298923242,test
3,527,3.0,1298862528,train
3,588,3.0,1298922100,train
3,592,3.0,1298923247,train
3,593,3.0,1298921840,train
3,595,2.0,1298923260,train
3,736,3.5,1298932787,train
3,778,4.0,1298863157,train
3,866,3.0,1298861687,train
3,1197,5.0,1298932770,train
3,1210,3.0,1298921795,train
3,1235,4.0,1298861628,train
3,1271,3.0,1298861605,train
3,1378,4.0,1298861658,test
3,1580,3.5,1298922089,test
3,1721,4.5,1298923236,train
3,1884,4.0,1298863143,test
3,2028,4.0,1298921862,train
3,2318,4.0,1298861753,train
3,2513,3.0,1298861789,train
3,2694,3.0,1298862710,train
3,2702,3.5,1298861796,train
3,2716,3.0,1298924017,train
3,2762,3.5,1298922057,train
3,2841,4.0,1298861733,train
3,2858,4.0,1298921825,train
3,2959,5.0,1298862874,train
3,3243,3.0,1298861968,train
3,3510,4.0,1298861633,train
3,3949,5.0,1298863174,train
3,5349,3.0,1298923266,train
3,5669,3.5,1298862672,train
3,6377,3.0,1298922080,train
3,7153,2.5,1298921787,train
3,7361,3.0,1298922065,train
3,8622,3.5,1298861650,train
3,8636,3.0,1298932766,test
3,27369,3.5,1298862555,train
3,44191,3.5,1298932740,train
3,48783,4.5,1298862361,train
3,50068,4.5,1298862467,train
3,58559,3.0,1298922071,train
3,84236,4.0,1298922130,train
4,10,4.0,949810645,train
4,34,5.0,949919556,train
4,112,5.0,949810582,train
4,141,5.0,949919681,train
4,153,4.0,949811346,train
4,173,3.0,949811346,train
4,185,3.0,949920047,train
4,260,5.0,949779042,test
4,289,4.0,949778802,train
4,296,5.0,949895708,train
4,329,3.0,949810618,train
4,349,5.0,949810582,train
4,356,5.0,949919763,train
4,357,5.0,949919681,test
4,364,5.0,949949538,train
4,367,4.0,949895887,train
4,380,3.0,949810534,train
4,410,3.0,949919883,test
4,431,3.0,949895772,train
4,434,4.0,949810688,train
4,435,1.0,949920135,train
4,440,4.0,949919802,train
4,442,4.0,949920028,test
4,464,4.0,949811315,train
4,480,5.0,949810582,train
4,541,5.0,949779091,train
4,588,5.0,949949486,train
4,589,5.0,949919938,train
4,590,3.0,949810534,train
4,594,5.0,949949538,train
4,596,5.0,949949638,train
4,610,4.0,949982238,train
4,616,5.0,949949444,train
4,858,5.0,949779022,train
4,903,5.0,949919189,train
4,910,4.0,949919306,train
4,913,5.0,949919247,train
4,919,5.0,949949396,test
4,1011,4.0,949919454,train
4,1016,4.0,949919322,train
4,1022,5.0,949949638,test
4,1028,5.0,949949638,train
4,1030,5.0,949896377,train
4,1031,5.0,949896377,train
4,1032,5.0,949949538,train
4,1033,5.0,949949638,train
4,1036,5.0,949896244,train
4,1073,5.0,949919372,train
4,1079,5.0,949811523,train
4,1089,5.0,949895732,train
4,1097,5.0,949778771,train
4,1125,5.0,949919399,train
4,1127,5.0,949896275,train
4,1136,5.0,949919372,train
4,1194,5.0,949919419,train
4,1196,5.0,949779173,train
4,1197,5.0,949811490,train
4,1198,5.0,949779173,test
4,1200,5.0,949896244,test
4,1206,5.0,949896159,test
4,1208,5.0,949779173,train
4,1210,5.0,949778714,train
4,1213,5.0,949895708,train
4,1214,5.0,949810261,train
4,1219,5.0,949779173,train
4,1220,5.0,949811523,train
4,1222,5.0,949918693,train
4,1225,5.0,949779173,train
4,1230,5.0,949919372,train
4,1240,5.0,949896244,train
4,1243,5.0,949919519,train
4,1257,5.0,949811602,train
4,1258,5.0,949918743,train
4,1259,4.0,949811559,test
4,1265,5.0,949919591,train
4,1270,5.0,949811523,test
4,1278,5.0,949919372,test
4,1282,5.0,949949396,train
4,1285,4.0,949811559,train
4,1288,5.0,949811490,train
4,1291,5.0,949918743,train
4,1298,4.0,949918927,train
4,1307,4.0,949811602,train
4,1332,4.0,949896275,train
4,1334,5.0,949982274,train
4,1344,5.0,949919247,train
4,1356,4.0,949810582,train
4,1371,4.0,949810302,train
4,1372,3.0,949920004,train
4,1374,4.0,949918787,train
4,1376,3.0,949918904,train
4,1377,3.0,949810688,train
4,1380,5.0,949896377,train
4,1387,5.0,949810261,train
4,1388,4.0,949810302,train
4,1396,5.0,949895772,train
4,1544,3.0,949811230,train
4,1580,5.0,949919978,train
4,1663,4.0,949811559,train
4,1674,5.0,949896244,train
4,1805,1.0,949895864,train
4,1858,5.0,949919738,train
4,1917,4.0,949810688,test
4,1918,2.0,949895956,test
4,1953,5.0,949810261,train
4,1954,5.0,949810261,train
4,1961,5.0,949918743,train
4,1967,3.0,949949538,train
4,1968,5.0,949811559,test
4,1994,5.0,949896309,train
4,2000,5.0,949811602,train
4,2002,3.0,949895907,train
4,2003,2.0,949918970,train
4,2005,5.0,949896070,train
4,2014,4.0,949919454,train
4,2018,5.0,949778771,train
4,2020,4.0,949811738,train
4,2021,4.0,949896114,train
4,2033,4.0,949982239,train
4,2034,4.0,949896183,train
4,2046,5.0,949810618,train
4,2054,3.0,949896114,test
4,2064,5.0,949918648,train
4,2078,5.0,949949444,test
4,2080,5.0,949919306,train
4,2081,4.0,949982239,test
4,2085,5.0,949949444,train
4,2086,5.0,949896114,train
4,2087,5.0,949949638,train
4,2091,5.0,949896183,train
4,2094,4.0,949920028,train
4,2096,5.0,949949538,train
4,2100,5.0,949896114,train
4,2102,5.0,949949396,train
4,2105,4.0,949896114,train
4,2109,5.0,949919399,train
4,2110,3.0,949896309,train
4,2114,5.0,949918927,train
4,2115,5.0,949918994,train
4,2124,4.0,949919763,train
4,2140,5.0,949896070,test
4,2141,4.0,949982239,train
4,2143,4.0,949896114,test
4,2144,5.0,949811603,train
4,2161,5.0,949896070,train
4,2174,5.0,949896070,train
4,2193,3.0,949896070,train
4,2194,5.0,949918764,train
4,2248,4.0,949811559,train
4,2263,3.0,949896309,train
4,2268,5.0,949895772,train
4,2289,5.0,949919556,train
4,2348,4.0,949918927,test
4,2371,4.0,949811603,train
4,2403,4.0,949918994,train
4,2406,5.0,949918994,train
4,2409,4.0,949810302,train
4,2454,5.0,949982274,train
4,2467,5.0,949918875,train
4,2551,4.0,949896275,train
4,2616,1.0,949895993,train
4,2628,5.0,949810582,test
4,2640,5.0,949810261,train
4,2659,3.0,949918671,train
4,2683,4.0,949896497,train
4,2699,4.0,949896497,train
4,2716,5.0,949811523,train
4,2723,5.0,949810582,train
4,2734,4.0,949778714,test
4,2770,1.0,949896521,train
4,2788,5.0,949919399,train
4,2791,5.0,949811490,train
4,2795,4.0,949811603,train
4,2797,5.0,949896070,train
4,2804,5.0,949811738,train
4,2822,3.0,949811230,test
4,2867,3.0,949918875,train
4,2872,5.0,949896114,test
4,2877,5.0,949896377,train
4,2902,2.0,949896309,train
4,2903,1.0,949896309,train
4,2916,4.0,949810534,test
4,2918,5.0,949811559,train
4,2968,5.0,949896070,train
4,2986,3.0,949896015,train
4,2987,5.0,949918807,test
4,2991,5.0,949810261,train
4,3016,3.0,949896543,train
4,3034,5.0,949949444,train
4,3039,4.0,949811559,train
4,3040,5.0,949919419,train
4,3060,5.0,949919656,train
4,3071,4.0,949918715,test
4,3101,4.0,949896275,train
4,3104,4.0,949811603,train
4,3108,5.0,949919738,train
4,3169,4.0,949918904,train
4,3208,2.0,949778946,train
4,3210,4.0,949811523,train
4,3251,5.0,949918970,train
4,3255,4.0,949919738,train
4,3263,3.0,949919845,train
4,3265,5.0,949895732,train
4,4006,2.0,949982238,test
5,3,4.0,1163374957,train
5,39,4.0,1163374952,train
5,104,4.0,1163374639,test
5,141,4.0,1163374242,train
5,150,4.0,1163374404,train
5,231,3.5,1163373762,train
5,277,4.5,1163373208,train
5,344,3.5,1163373636,train
5,356,4.0,1163374152,train
5,364,4.0,1163373752,train
5,367,4.0,1163373755,train
5,377,4.0,1163373610,test
5,440,4.0,1163374477,train
5,500,4.5,1163373718,train
5,586,4.0,1163374392,train
5,588,3.5,1163373551,train
5,595,4.0,1163374190,train
5,597,5.0,1163373711,train
5,788,3.5,1163374993,train
5,858,2.5,1163373651,train
5,903,3.5,1163373135,train
5,919,4.0,1163374286,train
5,1022,4.0,1163373316,train
5,1035,5.0,1163373103,train
5,1193,3.0,1163374173,train
5,1221,2.5,1163374239,train
5,1247,4.0,1163374582,train
5,1307,4.0,1163374495,train
5,1380,5.0,1163373044,train
5,1393,3.5,1163374165,train
5,1485,4.5,1163374608,train
5,1544,3.5,1163374562,train
5,1682,4.0,1163374214,train
5,1721,4.0,1163373744,train
5,1777,4.0,1163374601,train
5,1784,4.5,1163374251,train
5,1923,4.5,1163373726,train
5,1961,4.0,1163373675,train
5,1968,4.0,1163374324,train
5,1997,3.5,1163374593,train
5,2023,1.5,1163373188,train
5,2081,5.0,1163373109,train
5,2273,4.0,1163373276,train
5,2294,4.0,1163373251,train
5,2355,3.5,1163374184,train
5,2424,4.0,1163373193,train
5,2502,3.5,1163374290,train
5,2683,4.0,1163373679,train
5,2694,4.5,1163373293,train
5,2706,4.0,1163374246,test
5,2762,3.5,1163373743,train
5,2770,3.5,1163374947,train
5,2918,3.5,1163374278,train
5,2997,3.5,1163374127,train
5,3114,3.5,1163374263,train
5,3176,3.5,1163374408,train
5,3408,4.0,1163374137,test
5,3753,3.5,1163373148,test
5,3897,4.5,1163374235,test
5,3948,3.5,1163374198,test
5,4014,4.0,1163373273,train
5,4018,4.0,1163375025,train
5,4022,3.5,1163373696,train
5,4025,4.5,1163375145,train
5,4306,3.5,1163374103,train
5,4308,3.5,1163374354,train
5,4447,4.5,1163375033,train
5,4718,3.5,1163375131,train
5,4963,3.0,1163373548,train
5,4995,4.5,1163373616,train
5,5266,3.5,1163374995,train
5,5299,4.5,1163373299,train
5,5349,4.5,1163373606,train
5,5464,4.0,1163374443,train
5,5669,3.5,1163374206,train
5,5679,4.5,1163374389,test
5,5816,3.0,1163373688,train
5,5995,4.0,1163374533,train
5,6218,3.5,1163374491,test
5,6373,4.0,1163374572,train
5,6377,4.0,1163373626,train
5,6502,4.0,1163374455,train
5,6711,2.5,1163373238,train
5,6942,4.0,1163374511,train
5,8376,4.0,1163374742,train
5,8464,4.0,1163374381,train
5,8622,3.5,1163374118,train
5,8636,4.5,1163373593,train
5,8644,4.0,1163374426,train
5,30707,4.5,1163374340,train
5,30749,4.5,1163374702,train
5,30793,3.5,1163374177,train
5,33166,5.0,1163374211,test
5,33679,4.0,1163374517,train
5,34162,4.5,1163374227,train
5,35836,4.0,1163374275,train
5,40819,4.5,1163374283,train
5,41566,4.0,1163374144,train
5,41569,4.0,1163374167,test
5,48385,4.5,1163374357,test
6,111,4.0,1109258212,train
6,158,2.0,1108134263,train
6,173,2.0,1109258228,train
6,293,5.0,1108134539,train
6,596,4.0,1108134269,train
6,903,4.0,1108134299,train
6,1204,5.0,1108134266,train
6,1250,4.5,1108134284,train
6,1259,4.5,1109258196,train
6,1276,4.5,1108134309,train
6,1285,4.5,1108134339,train
6,1358,2.0,1109258181,train
6,1639,2.0,1109258179,train
6,1687,2.0,1109258281,train
6,1747,2.0,1109258194,train
6,1876,0.5,1108134334,train
6,1909,3.0,1108134344,train
6,2001,3.0,1108134289,train
6,2019,4.0,1109258270,train
6,2072,4.0,1109258285,train
6,2174,4.0,1109258175,train
6,2502,3.5,1108134291,train
6,2528,3.0,1109258245,train
6,2529,4.0,1108134293,train
6,2571,1.0,1109258202,test
6,2657,2.0,1108134271,train
6,2692,4.0,1108134274,train
6,2723,3.0,1109258257,train
6,2761,4.5,1108134545,train
6,2890,3.0,1109258199,train
6,3052,1.0,1108134337,test
6,3114,4.0,1109258183,train
6,3300,3.5,1109258250,train
6,3751,1.5,1109258190,train
6,4641,1.5,1109258217,train
6,4975,1.5,1109258226,train
6,5952,5.0,1108134311,train
6,7090,3.0,1108134534,train
6,7153,5.0,1108134519,train
6,7361,4.0,1108134524,train
6,8368,3.5,1108134526,train
6,8636,4.0,1108134537,train
6,8784,3.0,1108134531,train
6,8874,4.5,1108134521,train
7,1,3.0,851866703,train
7,10,3.0,851869035,train
7,21,3.0,851867289,test
7,31,3.0,851868750,test
7,34,4.0,851867861,train
7,40,4.0,851866901,train
7,104,3.0,851866744,train
7,110,5.0,851868188,train
7,112,4.0,851866720,train
7,141,4.0,851866704,test
7,151,4.0,851868206,test
7,198,2.0,851868704,train
7,207,3.0,851868705,train
7,260,5.0,851869062,train
7,272,3.0,851868188,train
7,316,2.0,851869161,train
7,318,5.0,851868187,train
7,329,3.0,851868524,train
7,333,3.0,851867345,test
7,345,3.0,851867621,train
7,355,3.0,851867941,train
7,356,3.0,851868188,train
7,357,3.0,851867436,train
7,364,3.0,851868020,train
7,367,3.0,851867790,train
7,377,3.0,851869291,train
7,380,4.0,851869291,train
7,480,4.0,851869161,train
7,500,3.0,851867669,train
7,534,4.0,851868246,train
7,539,3.0,851867688,test
7,541,4.0,851869035,train
7,551,4.0,851868019,train
7,588,4.0,851868044,train
7,589,3.0,851869140,train
7,590,4.0,851868186,train
7,592,3.0,851868863,train
7,594,4.0,851868020,train
7,595,3.0,851868044,train
7,610,3.0,851868074,train
7,671,4.0,851866806,train
7,708,3.0,851866744,train
7,720,5.0,851868019,train
7,724,2.0,851866784,train
7,736,1.0,851866704,train
7,737,1.0,851866763,train
7,745,5.0,851868020,train
7,780,3.0,851866703,train
7,786,2.0,851866744,train
7,924,4.0,851868289,train
7,1036,3.0,851869102,test
7,1073,3.0,851866744,train
7,1079,4.0,851867320,train
7,1080,4.0,851867289,train
7,1097,3.0,851868308,train
7,1125,3.0,851867553,train
7,1129,3.0,851869103,train
7,1136,4.0,851867289,train
7,1148,5.0,851868019,train
7,1196,5.0,851869034,train
7,1197,3.0,851867289,train
7,1198,5.0,851869035,test
7,1210,5.0,851869034,train
7,1220,4.0,851867379,test
7,1223,5.0,851868044,train
7,1225,5.0,851868246,train
7,1231,4.0,851868321,train
7,1240,4.0,851869062,train
7,1242,5.0,851868289,test
7,1270,3.0,851867436,train
7,1275,4.0,851869080,train
7,1278,3.0,851867436,train
7,1287,4.0,851868332,train
7,1288,4.0,851867401,train
7,1291,3.0,851867320,train
7,1298,3.0,851868471,train
7,1302,4.0,851868471,test
7,1307,3.0,851867401,train
7,1353,3.0,851866935,train
7,1371,3.0,851869160,train
7,1372,3.0,851869102,train
7,1373,2.0,851869230,train
7,1374,4.0,851869035,train
7,1375,3.0,851869140,train
7,1376,3.0,851869062,train
7,1394,3.0,851867688,train
7,1405,5.0,851866978,train
7,1408,1.0,851869140,train
8,32,5.0,1154465405,train
8,45,2.5,1154389572,train
8,47,5.0,1154464836,train
8,50,5.0,1154400173,train
8,110,4.0,1154473268,train
8,260,3.5,1154464829,train
8,282,2.0,1154389420,train
8,296,4.0,1154465380,train
8,318,5.0,1154464714,train
8,356,4.0,1154400390,train
8,457,4.5,1154400475,train
8,520,3.5,1154389356,train
8,524,2.0,1154400357,train
8,527,5.0,1154400170,train
8,543,5.0,1154389386,train
8,589,4.0,1154464853,train
8,593,4.5,1154464833,train
8,628,4.0,1154400284,train
8,805,3.5,1154389432,train
8,858,5.0,1154400181,train
8,1196,3.5,1154464841,test
8,1197,4.0,1154464887,train
8,1198,4.0,1154464730,train
8,1210,4.0,1154464769,train
8,1219,4.0,1154465573,train
8,1225,4.0,1154465394,train
8,1258,4.0,1154465555,train
8,1259,4.0,1154464811,train
8,1265,3.0,1154465230,test
8,1270,4.0,1154464747,train
8,1291,4.0,1154464720,train
8,1302,3.5,1154400465,train
8,1358,0.5,1154474527,train
8,1387,4.0,1154465285,train
8,1393,3.0,1154400324,train
8,1500,4.0,1154465235,train
8,1552,3.0,1154389408,train
8,1617,3.5,1154464990,train
8,1625,5.0,1154389385,train
8,1674,4.0,1154389491,train
8,1704,4.0,1154473252,train
8,1754,3.0,1154400308,train
8,1777,5.0,1154400458,train
8,1876,3.5,1154389528,train
8,1961,5.0,1154473322,test
8,2028,4.0,1154473259,train
8,2100,3.0,1154389460,train
8,2139,3.0,1154465222,train
8,2194,4.5,1154464735,train
8,2302,4.5,1154400414,train
8,2324,4.0,1154464850,train
8,2329,5.0,1154473217,train
8,2353,3.5,1154389340,test
8,2423,3.5,1154400351,train
8,2502,5.0,1154464889,train
8,2571,5.0,1154464738,train
8,2716,3.5,1154464944,train
8,2762,4.5,1154464717,train
8,2770,2.5,1154389541,train
8,2791,4.5,1154465558,train
8,2797,3.5,1154400340,train
8,2804,3.5,1154473419,train
8,2841,3.0,1154400360,test
8,2858,4.5,1154464950,train
8,2918,5.0,1154473364,test
8,2959,4.0,1154464901,train
8,3147,4.5,1154400266,train
8,3578,5.0,1154400441,train
8,3916,3.5,1154400198,train
8,3948,4.0,1154389482,test
8,3996,4.0,1154465526,train
8,4011,4.5,1154464873,train
8,4019,3.5,1154400245,test
8,4034,4.5,1154465279,train
8,4226,5.0,1154464905,train
8,4262,4.0,1154464915,train
8,4448,2.5,1154400334,train
8,4886,3.5,1154464808,train
8,4896,3.5,1154400398,train
8,4963,4.5,1154400383,train
8,4973,4.0,1154465373,train
8,4993,3.5,1154464819,train
8,4995,3.5,1154389449,train
8,5064,5.0,1154400236,test
8,5378,3.5,1154389552,train
8,5445,4.5,1154400449,train
8,5464,4.0,1154464756,test
8,5630,4.0,1154400407,train
8,5650,4.0,1154465399,train
8,5669,3.0,1154465385,train
8,5952,4.0,1154464762,train
8,5989,3.5,1154400444,test
8,6377,4.0,1154389474,train
8,6378,3.0,1154400191,train
8,6870,4.0,1154464895,test
8,6874,5.0,1154465296,train
8,6879,3.0,1154400253,train
8,7143,3.5,1154400294,train
8,7153,4.0,1154464753,train
8,7361,4.0,1154465367,train
8,7438,4.0,1154464994,test
8,8533,2.5,1154400471,train
8,8784,4.5,1154464868,train
8,8873,4.0,1154465499,train
8,8874,3.0,1154465548,train
8,32587,3.5,1154465243,train
8,33166,4.5,1154473310,train
8,33493,4.5,1154400263,train
8,33794,4.5,1154464726,train
8,34162,3.5,1154400423,train
8,40583,3.5,1154473088,train
8,40819,3.5,1154473264,train
8,42007,2.0,1154473042,test
8,43556,3.5,1154473022,train
8,43871,3.0,1154473014,train
8,44004,3.0,1154473017,train
9,1,4.0,938629179,train
9,17,4.0,938628337,train
9,26,3.0,938628655,test
9,36,5.0,938629110,train
9,47,3.0,938628897,train
9,318,4.0,938628966,train
9,497,4.0,938628777,train
9,515,4.0,938628577,train
9,527,5.0,938628843,train
9,534,5.0,938628337,train
9,593,4.0,938628843,train
9,608,5.0,938628843,train
9,733,2.0,938628337,train
9,1059,5.0,938629250,train
9,1177,3.0,938629470,train
9,1357,4.0,938628655,train
9,1358,4.0,938628450,train
9,1411,3.0,938628655,train
9,1541,2.0,938628777,train
9,1584,4.0,938629341,train
9,1680,4.0,938629054,train
9,1682,5.0,938628690,train
9,1704,4.0,938628966,train
9,1721,3.0,938629470,train
9,1784,5.0,938628966,train
9,2028,4.0,938629341,train
9,2125,4.0,938629522,train
9,2140,4.0,938629747,train
9,2249,4.0,938629053,train
9,2268,3.0,938629053,train
9,2273,3.0,938628777,train
9,2278,4.0,938628897,train
9,2291,4.0,938629341,train
9,2294,2.0,938629250,train
9,2302,4.0,938628843,train
9,2391,4.0,939122916,train
9,2396,4.0,938628577,train
9,2427,2.0,938629681,train
9,2490,3.0,938629681,train
9,2501,4.0,938628966,train
9,2539,2.0,938629341,train
9,2571,5.0,938628450,train
9,2628,3.0,938628843,train
9,2762,4.0,938627748,train
9,2857,4.0,938629681,train
10,50,5.0,942766420,train
10,152,4.0,942766793,train
10,318,4.0,942766515,train
10,344,3.0,942766603,train
10,345,4.0,942766603,train
10,592,3.0,942767328,train
10,735,4.0,942766974,train
10,1036,3.0,942767258,train
10,1089,3.0,942766420,train
10,1101,2.0,942767328,train
10,1127,4.0,942767328,train
10,1196,4.0,942767258,train
10,1197,4.0,942767258,test
10,1198,4.0,942767258,test
10,1200,4.0,942767258,train
10,1210,4.0,942767258,test
10,1220,3.0,942767328,train
10,1240,4.0,942767258,train
10,1291,4.0,942767258,train
10,1358,5.0,942766420,train
10,1423,4.0,942766420,train
10,1459,3.0,942766725,test
10,1499,3.0,942766845,train
10,1611,5.0,942767029,train
10,1690,3.0,942766679,train
10,1704,4.0,942766472,train
10,1719,5.0,942766472,train
10,1887,2.0,942766845,test
10,1923,5.0,942766515,train
10,2108,3.0,942766472,test
10,2344,5.0,942766991,train
10,2406,4.0,942767328,train
10,2410,2.0,942767328,train
10,2539,4.0,942766845,train
10,2571,5.0,942766515,train
10,2826,5.0,942766109,train
10,2827,3.0,942766251,train
10,2840,3.0,942766213,train
10,2841,4.0,942766029,train
10,2881,3.0,942766164,train
10,2890,4.0,942765978,train
10,2907,2.0,942766213,train
10,2926,5.0,942767121,train
10,2995,2.0,942766251,train
10,3005,3.0,942766059,test
10,3019,4.0,942767571,train
11,50,5.0,1391658537,train
11,70,1.0,1391656827,train
11,126,4.0,1391657561,train
11,169,3.0,1391657297,train
11,296,5.0,1391658423,train
11,778,4.5,1391658505,train
11,785,3.5,1391656845,train
11,923,5.0,1391658556,train
11,1027,4.5,1391658634,train
11,1201,5.0,1391658440,train
11,1408,5.0,1391658667,train
11,1918,3.0,1391657062,test
11,2042,3.5,1391657376,train
11,2596,4.5,1391657543,test
11,2762,3.0,1391658583,test
11,3424,3.0,1391657112,train
11,5669,3.0,1391658601,test
11,6598,5.0,1391657861,train
11,26614,5.0,1391658574,train
11,48516,5.0,1391658450,test
11,51084,4.0,1391657605,train
11,58295,4.5,1391657459,train
11,71211,3.5,1391657720,train
11,77455,4.5,1391658141,train
11,79132,4.0,1391658115,test
11,80489,4.5,1391658399,train
11,80906,3.0,1391658137,train
11,81158,4.0,1391658210,train
11,81562,3.5,1391658218,train
11,88129,4.0,1391658385,train
11,91500,4.5,1391658311,train
11,91529,4.5,1391658125,train
11,91548,4.0,1391658270,train
11,96079,4.0,1391658186,train
11,96861,4.0,1391657924,train
11,97938,4.0,1391657610,train
11,104841,5.0,1391658157,train
11,106487,5.0,1391657798,train
12,253,3.0,968045587,train
12,529,1.0,968045407,train
12,538,3.0,968045438,train
12,608,2.0,968045353,train
12,673,1.0,968045732,train
12,736,4.0,968045680,train
12,737,3.0,968045764,train
12,1028,1.0,968045500,train
12,1032,2.0,968045561,train
12,1077,3.0,968045500,train
12,1197,1.0,955407153,train
12,1215,5.0,968045353,train
12,1220,5.0,955407153,train
12,1230,2.0,968045354,train
12,1235,5.0,968045354,train
12,1295,1.0,955407153,train
12,1374,1.0,968045475,train
12,1387,4.0,968045475,train
12,1639,2.0,968045438,train
12,1732,3.0,968045529,train
12,2259,2.0,955407153,train
12,2355,2.0,968045475,train
12,2460,4.0,968045680,test
12,2529,1.0,968045475,train
12,2668,2.0,968045764,test
12,2959,4.0,968045407,test
12,3146,2.0,968045732,train
12,3148,1.0,968045379,train
12,3176,3.0,968045649,train
12,3179,2.0,968045354,train
12,3298,4.0,968045529,train
12,3324,1.0,968045732,test
12,3408,4.0,968045379,train
12,3474,4.0,955407153,test
12,3770,3.0,968045619,train
12,3773,2.0,968045680,train
12,3780,2.0,968045619,train
12,3791,1.0,968045232,train
12,3793,5.0,968045232,train
12,3794,3.0,968045232,train
12,3798,4.0,968045232,train
12,3799,1.0,968045198,train
12,3801,3.0,968045198,train
12,3809,3.0,968045172,train
12,3825,5.0,968045142,train
12,3827,2.0,968045142,train
12,3829,2.0,968045106,train
12,3831,4.0,968045106,train
12,3841,2.0,968045074,train
12,3844,1.0,968045074,train
12,3861,3.0,968045015,train
12,3863,5.0,968045015,train
12,3864,3.0,968045015,train
12,3865,5.0,968045015,train
12,3869,2.0,968044981,train
12,3871,2.0,968044981,train
12,3873,3.0,968044981,train
12,3879,5.0,968044949,train
12,3885,3.0,968044949,train
12,3886,2.0,968044949,train
12,6184,4.0,968045173,train
13,1,5.0,1331380058,train
13,47,2.5,1331380914,train
13,110,4.0,1331380038,train
13,277,4.0,1331379348,train
13,296,3.5,1331380895,train
13,318,4.5,1331380029,train
13,356,5.0,1331380018,train
13,362,4.5,1331379479,train
13,480,3.0,1331380025,test
13,524,3.5,1331379485,train
13,527,4.0,1331380901,train
13,531,4.0,1331379483,train
13,587,3.0,1331380851,train
13,590,4.0,1331380062,train
13,914,4.0,1331379366,train
13,919,3.5,1331380871,train
13,1027,3.0,1331379520,train
13,1259,4.0,1331380814,train
13,1265,2.5,1331380845,train
13,1918,3.0,1331379386,train
13,1961,4.0,1331380745,train
13,2355,4.0,1331380741,train
13,2571,3.0,1331380888,train
13,2572,3.5,1331379777,test
13,2761,4.0,1331379470,test
13,2762,3.0,1331380765,train
13,2804,3.0,1331380731,train
13,2908,3.0,1331379494,train
13,2918,3.0,1331380761,test
13,3114,3.0,1331380738,train
13,3147,4.0,1331380752,test
13,3255,3.5,1331379342,train
13,3396,3.5,1331379599,train
